,No.,Time,Source,Destination,Protocol,Length,Info,Info_01,Commands,Trans,R_W,D_M_I_H,I_C_R,basic_time_diff,Response_time_diff
3158,3159,33.156765,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27647; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7647.0,Write,Multiple,Coils,0.00047800000000108867,
3159,3160,33.156919,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27648; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7648.0,Read,Input,Registers,0.00015400000000198588,0.0005999999999986017
3160,3161,33.157365,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27648; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7648.0,Read,Input,Registers,0.00044599999999661577,
3161,3162,33.157545,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27649; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7649.0,Read,Holding,Registers,0.00018000000000029104,0.00048500000000473165
3162,3163,33.15785,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27649; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7649.0,Read,Holding,Registers,0.0003050000000044406,
3163,3164,33.158023,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27650; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7650.0,Write,Multiple,Registers,0.00017299999999664806,0.00044999999999362217
3164,3165,33.1583,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27650; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7650.0,Write,Multiple,Registers,0.0002769999999969741,
3165,3166,33.258699,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27651; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7651.0,Read,Discrete,Inputs,0.10039900000000301,0.10103100000000609
3166,3167,33.259331,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27651; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7651.0,Read,Discrete,Inputs,0.0006320000000030745,
3167,3168,33.259815,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27652; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7652.0,Write,Multiple,Coils,0.000484000000000151,0.0008369999999970901
3168,3169,33.260168,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27652; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7652.0,Write,Multiple,Coils,0.0003529999999969391,
3169,3170,33.260444,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27653; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7653.0,Read,Input,Registers,0.00027599999999949887,0.0006240000000019563
3170,3171,33.260792,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27653; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7653.0,Read,Input,Registers,0.00034800000000245745,
3171,3172,33.261025,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27654; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7654.0,Read,Holding,Registers,0.0002329999999943766,0.0005459999999999354
3172,3173,33.261338,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27654; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7654.0,Read,Holding,Registers,0.00031300000000555883,
3173,3174,33.261563,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27655; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7655.0,Write,Multiple,Registers,0.0002250000000003638,0.0005279999999956431
3174,3175,33.261866,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27655; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7655.0,Write,Multiple,Registers,0.00030299999999527927,
3175,3176,33.361591,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27656; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7656.0,Read,Discrete,Inputs,0.0997249999999994,0.10026500000000027
3176,3177,33.362131,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27656; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7656.0,Read,Discrete,Inputs,0.0005400000000008731,
3177,3178,33.362625,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27657; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7657.0,Write,Multiple,Coils,0.0004940000000033251,0.0008189999999999031
3178,3179,33.36295,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27657; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7657.0,Write,Multiple,Coils,0.000324999999996578,
3179,3180,33.363283,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27658; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7658.0,Read,Input,Registers,0.0003330000000048017,0.0007060000000009836
3180,3181,33.363656,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27658; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7658.0,Read,Input,Registers,0.00037299999999618194,
3181,3182,33.364035,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27659; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7659.0,Read,Holding,Registers,0.0003790000000023497,0.0007220000000032201
3182,3183,33.364378,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27659; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7659.0,Read,Holding,Registers,0.0003430000000008704,
3183,3184,33.364665,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27660; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7660.0,Write,Multiple,Registers,0.00028700000000014825,0.0005680000000012342
3184,3185,33.364946,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27660; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7660.0,Write,Multiple,Registers,0.00028100000000108594,
3185,3186,33.464637,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27661; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7661.0,Read,Discrete,Inputs,0.09969099999999997,0.10033399999999659
3186,3187,33.46528,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27661; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7661.0,Read,Discrete,Inputs,0.0006429999999966185,
3187,3188,33.465945,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27662; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7662.0,Write,Multiple,Coils,0.0006649999999979173,0.0013119999999986476
3188,3189,33.466592,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27662; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7662.0,Write,Multiple,Coils,0.0006470000000007303,
3189,3190,33.467064,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27663; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7663.0,Read,Input,Registers,0.00047200000000202635,0.0010760000000047398
3190,3191,33.467668,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27663; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7663.0,Read,Input,Registers,0.0006040000000027135,
3191,3192,33.468108,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27664; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7664.0,Read,Holding,Registers,0.00043999999999755346,0.0010459999999952174
3192,3193,33.468714,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27664; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7664.0,Read,Holding,Registers,0.000605999999997664,
3193,3194,33.469059,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27665; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7665.0,Write,Multiple,Registers,0.0003450000000029263,0.0008580000000009136
3194,3195,33.469572,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27665; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7665.0,Write,Multiple,Registers,0.0005129999999979873,
3195,3196,33.569613,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27666; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7666.0,Read,Discrete,Inputs,0.10004099999999738,0.10072900000000118
3196,3197,33.570301,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27666; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7666.0,Read,Discrete,Inputs,0.0006880000000037967,
3197,3198,33.570634,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27667; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7667.0,Write,Multiple,Coils,0.00033299999999769625,0.0007209999999986394
3198,3199,33.571022,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27667; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7667.0,Write,Multiple,Coils,0.00038800000000094315,
3199,3200,33.571474,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27668; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7668.0,Read,Input,Registers,0.0004520000000027835,0.000793000000001598
3200,3201,33.571815,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27668; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7668.0,Read,Input,Registers,0.0003409999999988145,
3201,3202,33.572176,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27669; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7669.0,Read,Holding,Registers,0.0003609999999980573,0.0006669999999999732
3202,3203,33.572482,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27669; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7669.0,Read,Holding,Registers,0.00030600000000191585,
3203,3204,33.575419,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27670; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7670.0,Write,Multiple,Registers,0.0029369999999957486,0.0034179999999963684
3204,3205,33.5759,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27670; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7670.0,Write,Multiple,Registers,0.0004810000000006198,
3205,3206,33.675668,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27671; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7671.0,Read,Discrete,Inputs,0.09976800000000452,0.10033300000000622
3206,3207,33.676233,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27671; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7671.0,Read,Discrete,Inputs,0.000565000000001703,
3207,3208,33.676811,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27672; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7672.0,Write,Multiple,Coils,0.0005779999999973029,0.01542299999999841
3208,3209,33.691656,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27672; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7672.0,Write,Multiple,Coils,0.014845000000001107,
3209,3210,33.692171,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27673; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7673.0,Read,Input,Registers,0.0005150000000000432,0.001087999999995759
3210,3211,33.692744,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27673; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7673.0,Read,Input,Registers,0.0005729999999957158,
3211,3212,33.693304,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27674; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7674.0,Read,Holding,Registers,0.000560000000000116,0.0010380000000012046
3212,3213,33.693782,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27674; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7674.0,Read,Holding,Registers,0.00047800000000108867,
3213,3214,33.694318,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27675; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7675.0,Write,Multiple,Registers,0.0005360000000038667,0.00105100000000391
3214,3215,33.694833,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27675; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7675.0,Write,Multiple,Registers,0.0005150000000000432,
3215,3216,33.794562,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27676; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7676.0,Read,Discrete,Inputs,0.0997289999999964,0.10277999999999565
3216,3217,33.797613,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27676; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7676.0,Read,Discrete,Inputs,0.0030509999999992488,
3217,3218,33.797782,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27677; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7677.0,Write,Multiple,Coils,0.00016899999999964166,0.0006850000000042655
3218,3219,33.798298,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27677; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7677.0,Write,Multiple,Coils,0.0005160000000046239,
3219,3220,33.798426,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27678; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7678.0,Read,Input,Registers,0.0001279999999965753,0.0005609999999975912
3220,3221,33.798859,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27678; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7678.0,Read,Input,Registers,0.0004330000000010159,
3221,3222,33.799002,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27679; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7679.0,Read,Holding,Registers,0.0001430000000013365,0.0005179999999995744
3222,3223,33.799377,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27679; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7679.0,Read,Holding,Registers,0.00037499999999823785,
3223,3224,33.799523,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27680; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7680.0,Write,Multiple,Registers,0.00014600000000086766,0.0009519999999980655
3224,3225,33.800329,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27680; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7680.0,Write,Multiple,Registers,0.0008059999999971978,
3225,3226,33.899737,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27681; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7681.0,Read,Discrete,Inputs,0.09940800000000394,0.10270900000000438
3226,3227,33.903038,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27681; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7681.0,Read,Discrete,Inputs,0.0033010000000004425,
3227,3228,33.903373,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27682; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7682.0,Write,Multiple,Coils,0.00033499999999975216,0.0008379999999945653
3228,3229,33.903876,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27682; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7682.0,Write,Multiple,Coils,0.0005029999999948132,
3229,3230,33.904059,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27683; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7683.0,Read,Input,Registers,0.0001829999999998222,0.0006620000000054915
3230,3231,33.904538,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27683; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7683.0,Read,Input,Registers,0.00047900000000566934,
3231,3232,33.90477,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27684; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7684.0,Read,Holding,Registers,0.00023199999999690135,0.0007209999999986394
3232,3233,33.905259,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27684; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7684.0,Read,Holding,Registers,0.000489000000001738,
3233,3234,33.905498,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27685; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7685.0,Write,Multiple,Registers,0.00023900000000054433,0.0007389999999958263
3234,3235,33.905998,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27685; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7685.0,Write,Multiple,Registers,0.000499999999995282,
3235,3236,34.005553,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27686; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7686.0,Read,Discrete,Inputs,0.09955500000000228,0.10008700000000204
3236,3237,34.006085,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27686; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7686.0,Read,Discrete,Inputs,0.0005319999999997549,
3237,3238,34.006245,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27687; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7687.0,Write,Multiple,Coils,0.0001600000000010482,0.0004920000000012692
3238,3239,34.006577,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27687; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7687.0,Write,Multiple,Coils,0.000332000000000221,
3239,3240,34.006688,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27688; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7688.0,Read,Input,Registers,0.00011099999999686361,0.00043399999999849115
3240,3241,34.007011,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27688; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7688.0,Read,Input,Registers,0.00032300000000162754,
3241,3242,34.007139,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27689; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7689.0,Read,Holding,Registers,0.00012800000000368073,0.00044199999999960937
3242,3243,34.007453,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27689; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7689.0,Read,Holding,Registers,0.00031399999999592865,
3243,3244,34.0076,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27690; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7690.0,Write,Multiple,Registers,0.0001469999999983429,0.00045500000000231466
3244,3245,34.007908,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27690; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7690.0,Write,Multiple,Registers,0.00030800000000397176,
3246,3247,34.10765,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27691; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7691.0,Read,Discrete,Inputs,0.09974199999999911,0.10045699999999869
3247,3248,34.108365,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27691; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7691.0,Read,Discrete,Inputs,0.0007149999999995771,
3248,3249,34.108767,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27692; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7692.0,Write,Multiple,Coils,0.0004020000000011237,0.0008249999999989654
3249,3250,34.10919,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27692; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7692.0,Write,Multiple,Coils,0.00042299999999784177,
3250,3251,34.109444,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27693; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7693.0,Read,Input,Registers,0.00025400000000530554,0.0006720000000015602
3251,3252,34.109862,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27693; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7693.0,Read,Input,Registers,0.0004179999999962547,
3252,3253,34.110245,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27694; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7694.0,Read,Holding,Registers,0.0003829999999993561,0.0008189999999999031
3253,3254,34.110681,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27694; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7694.0,Read,Holding,Registers,0.00043600000000054706,
3254,3255,34.111014,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27695; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7695.0,Write,Multiple,Registers,0.00033299999999769625,0.0008070000000017785
3255,3256,34.111488,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27695; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7695.0,Write,Multiple,Registers,0.00047400000000408227,
3257,3258,34.21171,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27696; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7696.0,Read,Discrete,Inputs,0.10022199999999515,0.10082699999999534
3258,3259,34.212315,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27696; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7696.0,Read,Discrete,Inputs,0.0006050000000001887,
3259,3260,34.212993,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27697; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7697.0,Write,Multiple,Coils,0.0006780000000006225,0.0010990000000035138
3260,3261,34.213414,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27697; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7697.0,Write,Multiple,Coils,0.0004210000000028913,
3261,3262,34.213849,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27698; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7698.0,Read,Input,Registers,0.0004350000000030718,0.0008100000000013097
3262,3263,34.214224,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27698; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7698.0,Read,Input,Registers,0.00037499999999823785,
3263,3264,34.214798,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27699; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7699.0,Read,Holding,Registers,0.0005740000000002965,0.000914999999999111
3264,3265,34.215139,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27699; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7699.0,Read,Holding,Registers,0.0003409999999988145,
3265,3266,34.215495,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27700; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7700.0,Write,Multiple,Registers,0.00035599999999647025,0.0006720000000015602
3266,3267,34.215811,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27700; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7700.0,Write,Multiple,Registers,0.00031600000000509,
3267,3268,34.315573,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27701; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7701.0,Read,Discrete,Inputs,0.09976199999999835,0.10033299999999912
3268,3269,34.316144,169.254.149.247,169.254.83.9,Modbus/TCP,64,"Response: Trans: 27701; Unit:   1, Func:   2: Read Discrete Inputs",Response,Read Discrete Inputs,7701.0,Read,Discrete,Inputs,0.0005710000000007653,
3269,3270,34.316649,169.254.83.9,169.254.149.247,Modbus/TCP,68,"   Query: Trans: 27702; Unit:   1, Func:  15: Write Multiple Coils",Query,Write Multiple Coils,7702.0,Write,Multiple,Coils,0.0005049999999968691,0.0008359999999996148
3270,3271,34.31698,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27702; Unit:   1, Func:  15: Write Multiple Coils",Response,Write Multiple Coils,7702.0,Write,Multiple,Coils,0.00033100000000274576,
3271,3272,34.317301,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27703; Unit:   1, Func:   4: Read Input Registers",Query,Read Input Registers,7703.0,Read,Input,Registers,0.00032099999999957163,0.0006259999999969068
3272,3273,34.317606,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27703; Unit:   1, Func:   4: Read Input Registers",Response,Read Input Registers,7703.0,Read,Input,Registers,0.0003049999999973352,
3273,3274,34.318021,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27704; Unit:   1, Func:   3: Read Holding Registers",Query,Read Holding Registers,7704.0,Read,Holding,Registers,0.00041500000000382897,0.0007500000000035811
3274,3275,34.318356,169.254.149.247,169.254.83.9,Modbus/TCP,71,"Response: Trans: 27704; Unit:   1, Func:   3: Read Holding Registers",Response,Read Holding Registers,7704.0,Read,Holding,Registers,0.00033499999999975216,
3275,3276,34.318702,169.254.83.9,169.254.149.247,Modbus/TCP,75,"   Query: Trans: 27705; Unit:   1, Func:  16: Write Multiple Registers",Query,Write Multiple Registers,7705.0,Write,Multiple,Registers,0.00034600000000040154,0.0006669999999999732
3276,3277,34.319023,169.254.149.247,169.254.83.9,Modbus/TCP,66,"Response: Trans: 27705; Unit:   1, Func:  16: Write Multiple Registers",Response,Write Multiple Registers,7705.0,Write,Multiple,Registers,0.00032099999999957163,
3277,3278,34.418632,169.254.83.9,169.254.149.247,Modbus/TCP,66,"   Query: Trans: 27706; Unit:   1, Func:   2: Read Discrete Inputs",Query,Read Discrete Inputs,7706.0,Read,Discrete,Inputs,0.09960900000000095,0.10016399999999948
